instruction,response,category
Que faire en cas de harcèlement moral dans un groupe de TD ?,Signale-le à l’enseignant ou au responsable pédagogique. Un cadre de médiation est prévu. <END>,vie_etudiante
Je suis non-binaire. L’université respecte-t-elle les identités de genre ?,L’université promeut l’inclusion. Tu peux demander à être appelé selon ton identité dans les échanges pédagogiques. <END>,vie_etudiante
Je veux monter un projet entrepreneurial avec d’autres étudiants. Qui peut nous encadrer ?,Certains enseignants ou anciens étudiants accompagnent les projets. Renseigne-toi aussi sur les incubateurs locaux. <END>,insertion_pro
Comment se préparer à une vie professionnelle à l’international ?,"Travaille ton anglais, cherche un stage à l’étranger, et implique-toi dans des activités interculturelles sur le campus. <END>",insertion_pro
Peut-on valider une UE par équivalence avec une certification externe ?,"Dans certains cas oui, notamment en langue ou informatique. Fournis les documents officiels au département. <END>",orientation_filiere
Je suis tuteur bénévole. Est-ce valorisé dans mon parcours ?,"Oui, certaines facultés le mentionnent dans les attestations. Cela peut aussi renforcer ton CV. <END>",vie_etudiante
Je veux apprendre une langue étrangère en dehors des cours. Où aller ?,"Des clubs de langues, applis ou tandems sont souvent proposés. Regarde les offres affichées par la faculté. <END>",ressources
Peut-on faire des activités sportives notées à l’université ?,"Oui, certains modules facultatifs permettent une évaluation. Demande à l’UFR ou au service des sports. <END>",ressources
Comment bien choisir son sujet de mémoire ?,"Choisis un thème qui t’intéresse, ni trop vaste ni trop étroit, et discute avec un enseignant pour cadrer le sujet. <END>",organisation_travail
Puis-je passer en master si j’ai validé ma licence avec rattrapage ?,"Oui, si tu as les crédits requis. Mais certaines filières sélectives peuvent demander un bon dossier. <END>",orientation_filiere
Je suis en fauteuil roulant. Les salles sont-elles accessibles ?,"Certaines oui, d’autres non. Informe-toi auprès du référent handicap pour anticiper les besoins d’accès. <END>",handicap_etudiants
Que faire si je ressens une baisse de motivation prolongée ?,Parle à un conseiller ou un enseignant. Il est important de ne pas rester seul et de retrouver du sens dans ton parcours. <END>,stress_motivation
Peut-on utiliser un pseudonyme dans les activités étudiantes ?,"Oui, dans les associations ou projets créatifs. Mais les documents officiels restent au nom civil. <END>",vie_etudiante
Je veux m’investir dans une ONG étudiante. Comment faire ?,Contacte les associations reconnues par la faculté ou propose ton aide pour des événements ponctuels. <END>,vie_etudiante
Quels logiciels sont gratuits pour les étudiants ?,"Certains packs Office, antivirus, outils de dessin ou de gestion de projet sont accessibles via ton compte étudiant. <END>",ressources
Puis-je proposer une réforme dans mon département ?,Tu peux en discuter avec ton représentant étudiant ou soumettre une suggestion au conseil pédagogique. <END>,vie_etudiante
Est-ce qu’un étudiant peut participer à un jury ?,"Oui, dans certains cas comme les soutenances de projets tutorés ou des concours étudiants. Informe-toi auprès du responsable. <END>",vie_etudiante
Je ne comprends pas le système LMD. Qui peut m’expliquer ?,"Le service d’orientation ou un enseignant référent peut t’expliquer comment fonctionnent crédits, UE, compensations, etc. <END>",orientation_filiere
Je veux participer à une simulation ONU ou parlement étudiant. C’est possible ?,"Oui, certains clubs ou événements nationaux y préparent. Parle-en à ton responsable associatif ou pédagogique. <END>",vie_etudiante
Comment développer mon réseau professionnel en tant qu’étudiant ?,"Sois actif dans les événements de ta filière, utilise LinkedIn, et reste en contact avec tes anciens camarades. <END>",insertion_pro
Je ne sais pas si je dois faire un master recherche ou pro.,"Si tu veux continuer en thèse, choisis recherche. Pour entrer sur le marché du travail rapidement, préfère le pro. <END>",orientation_filiere
Y a-t-il des aides pour acheter un PC étudiant ?,"Parfois oui, selon les partenariats. Le service social ou certaines ONG locales peuvent proposer un soutien matériel. <END>",bourses
Puis-je suivre une formation en ligne à côté de mes cours ?,"Oui, tant que tu gères ton emploi du temps. Certaines formations sont même reconnues comme complémentaires. <END>",orientation_filiere
Est-ce que l’université soutient les étudiants entrepreneurs ?,"Oui, des dispositifs comme les incubateurs, mentorats ou statuts spéciaux existent dans certaines facultés. <END>",insertion_pro
Comment faire reconnaître une activité bénévole dans mon cursus ?,Demande une attestation à l’association. Certaines universités permettent de valoriser cet engagement dans le supplément au diplôme. <END>,vie_etudiante
Puis-je utiliser la salle d’informatique même en dehors de mes cours ?,"Oui, tant qu’elle est libre et que tu respectes les règles d’utilisation. Certaines nécessitent une carte d’accès. <END>",ressources
Quels sont les horaires de la bibliothèque pendant les partiels ?,Elles ouvrent souvent plus tôt et ferment plus tard. Consulte les panneaux ou le site de l’université pour les horaires spéciaux. <END>,ressources
Je suis anxieux avant chaque présentation orale. Des conseils ?,"Prépare un plan clair, entraîne-toi plusieurs fois, et respire lentement avant de commencer. La répétition aide vraiment. <END>",stress_motivation
Puis-je faire une alternance à l’université ?,"Rarement en licence, mais certains masters pro le proposent. Renseigne-toi bien avant l’inscription. <END>",orientation_filiere
Je veux faire un semestre dans une autre ville. C’est possible ?,Via la mobilité interuniversitaire ou des programmes d’échange. Adresse une demande motivée à ta faculté. <END>,mobilité
Est-ce que la carte étudiante donne droit à des réductions ?,"Oui, pour les transports, cinémas, musées et parfois restaurants. Garde-la sur toi en permanence. <END>",ressources
Comment concilier études et travail salarié ?,"Planifie tes horaires avec rigueur, évite les cours matinaux si tu travailles tard, et repose-toi un minimum. <END>",vie_perso_famille
Y a-t-il un soutien pour les étudiants LGBTQ+ ?,Des associations étudiantes et un service inclusion sont à ton écoute. Tu n’es pas seul·e. <END>,vie_etudiante
Je veux apprendre à coder. Où commencer ?,"Des clubs étudiants proposent des ateliers, ou commence avec des plateformes comme OpenClassrooms ou Sololearn. <END>",ressources
Puis-je faire reconnaître des modules suivis en ligne ?,"Dans certains cas oui, si la formation est certifiée. Fournis une attestation officielle pour demande d’équivalence. <END>",orientation_filiere
Quels métiers après le département de Droit Privé et Judiciaire ?,"Tu peux devenir avocat spécialisé en droit civil, magistrat (juge au tribunal civil), notaire, juriste d’entreprise (conseiller juridique), ou encore enseignant-chercheur en droit privé. <END>",orientation_metier
Quels métiers après le département de Droit Pénal et Criminologie ?,"Tu peux devenir avocat pénaliste, magistrat en charge des affaires pénales (juge d’instruction ou procureur), criminologue analyste au sein de la police ou de la justice, conseiller juridique en matière pénale pour l’État, ou enseignant-chercheur en droit pénal. <END>",orientation_metier
Quels métiers après le département de Droit International Public et Relations Internationales ?,"Tu peux devenir diplomate (carrière au ministère des Affaires étrangères), juriste international dans une organisation (ONU, UA), avocat spécialisé en droit international public, consultant en relations internationales pour des think tanks, ou enseignant-chercheur en droit international. <END>",orientation_metier
Quels métiers après le département de Droits de l’Homme ?,"Tu peux devenir juriste en ONG de défense des droits humains, expert en droits de l’homme au sein d’organismes publics (commission nationale des droits humains), avocat spécialisé en droit humanitaire, consultant pour les Nations Unies sur les questions de droits humains, ou enseignant-chercheur en droit des droits de l’homme. <END>",orientation_metier
Quels métiers après le département de Droit Économique et Social ?,"Tu peux devenir juriste d’entreprise en droit des affaires, conseiller en politiques sociales et économiques dans la fonction publique, avocat en droit du travail ou en droit commercial, consultant en conformité réglementaire pour les entreprises, ou enseignant en droit économique et social. <END>",orientation_metier
Quels métiers après le département de Droit Public Interne ?,"Tu peux devenir administrateur civil (juriste au Parlement ou en ministères), avocat en droit public (affaires constitutionnelles ou administratives), magistrat dans un tribunal administratif, consultant en gouvernance publique, ou professeur de droit public à l’université. <END>",orientation_metier
Quels métiers après le département de Droit de l’Environnement ?,"Tu peux devenir juriste en droit de l’environnement pour un ministère ou une ONG, conseiller en politiques environnementales (élaboration de réglementations écologiques), avocat spécialisé en contentieux environnemental, consultant en études d’impact environnemental pour les entreprises, ou chercheur en législation environnementale. <END>",orientation_metier
